Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status,Years Since Last Sale,Has Liens,Low Equity,Distress
Unpaid Taxes,212,"123 Example St, City, State 212",2016-09-25,4,14.12,0.0,75.0,2020,9165,0.0,0.0,9,True,True,1
Foreclosure,213,"123 Example St, City, State 213",2018-01-05,0,59.81,0.0,50.75,2015,9200,0.0,0.0,7,True,True,1
Probate,214,"123 Example St, City, State 214",2026-03-17,2,68.54,0.0,63.33,2013,7622,0.0,0.0,-1,True,True,1
Title Issues,215,"123 Example St, City, State 215",2024-10-11,4,8.44,0.0,24.5,2017,4686,0.0,0.0,1,False,True,1
Unpaid Taxes,216,"123 Example St, City, State 216",2019-11-09,5,82.6,0.0,62.02,2012,8808,0.0,0.0,6,True,True,1
Probate,217,"123 Example St, City, State 217",2024-04-03,1,69.17,0.0,59.58,2010,2179,0.0,0.0,1,False,True,1
Title Issues,218,"123 Example St, City, State 218",2017-04-18,5,53.8,0.0,31.09,2011,6574,0.0,0.0,8,True,True,1
Lien,219,"123 Example St, City, State 219",2032-01-24,4,14.12,0.0,22.51,2017,9187,0.0,0.0,-7,True,True,1
Property Damage,220,"123 Example St, City, State 220",2018-03-05,1,14.04,0.0,27.73,2010,9589,0.0,0.0,7,True,True,1
Bankruptcy,221,"123 Example St, City, State 221",2020-04-19,2,57.05,0.0,56.4,2029,8047,0.0,0.0,5,True,True,1
Lien,222,"123 Example St, City, State 222",2025-05-26,5,11.43,0.0,77.11,2017,1454,0.0,0.0,0,False,True,1
Short Sale,223,"123 Example St, City, State 223",2019-02-11,0,53.51,0.0,66.79,2012,2136,0.0,0.0,6,False,True,1
Bankruptcy,224,"123 Example St, City, State 224",2018-03-21,5,79.15,0.0,51.69,2012,2037,0.0,0.0,7,False,True,1
Unpaid Taxes,225,"123 Example St, City, State 225",2015-01-19,0,70.7,0.0,57.05,2028,4223,0.0,0.0,10,False,True,0
Lien,226,"123 Example St, City, State 226",2026-12-04,1,7.59,0.0,37.53,2011,4105,0.0,0.0,-1,False,True,1
HOA Violations,227,"123 Example St, City, State 227",2021-02-26,2,60.35,0.0,26.5,2020,3083,0.0,0.0,4,False,True,0
Bankruptcy,228,"123 Example St, City, State 228",2030-05-11,4,14.7,0.0,63.72,2014,4520,0.0,0.0,-5,False,True,1
Probate,229,"123 Example St, City, State 229",2029-07-30,2,15.64,0.0,66.56,2026,3845,0.0,0.0,-4,False,True,1
Property Damage,230,"123 Example St, City, State 230",2021-10-25,3,81.49,0.0,47.36,2025,1565,0.0,0.0,4,False,True,1
Loan Modification,231,"123 Example St, City, State 231",2026-08-29,3,93.12,0.0,32.85,2028,1252,0.0,0.0,-1,False,True,1
Foreclosure,232,"123 Example St, City, State 232",2030-05-25,3,12.13,0.0,33.71,2013,3654,0.0,0.0,-5,False,True,1
Short Sale,233,"123 Example St, City, State 233",2029-06-22,2,80.7,0.0,52.55,2010,9985,0.0,0.0,-4,True,True,1
Property Damage,234,"123 Example St, City, State 234",2017-12-15,5,53.67,0.0,40.56,2018,1442,0.0,0.0,8,False,True,1
Property Damage,235,"123 Example St, City, State 235",2023-12-12,3,42.59,0.0,35.06,2023,9901,0.0,0.0,2,True,True,1
Foreclosure,236,"123 Example St, City, State 236",2018-12-12,5,12.23,0.0,22.33,2015,2763,0.0,0.0,7,False,True,1
Short Sale,237,"123 Example St, City, State 237",2027-12-30,3,8.3,0.0,36.76,2015,5722,0.0,0.0,-2,True,True,1
HOA Violations,238,"123 Example St, City, State 238",2023-08-29,1,38.04,0.0,34.4,2017,4871,0.0,0.0,2,False,True,1
Lien,239,"123 Example St, City, State 239",2015-03-03,5,31.73,0.0,78.15,2027,6212,0.0,0.0,10,True,True,1
Short Sale,240,"123 Example St, City, State 240",2029-08-08,2,78.67,0.0,42.16,2023,4623,0.0,0.0,-4,False,True,0
HOA Violations,241,"123 Example St, City, State 241",2031-10-04,5,78.74,0.0,20.37,2022,1526,0.0,0.0,-6,False,True,1
Lien,242,"123 Example St, City, State 242",2015-02-11,5,94.68,0.0,57.05,2021,1122,0.0,0.0,10,False,True,1
Probate,243,"123 Example St, City, State 243",2021-11-20,5,23.15,0.0,22.52,2014,6899,0.0,0.0,4,True,True,1
Unpaid Taxes,244,"123 Example St, City, State 244",2021-12-24,5,34.37,0.0,68.39,2016,8893,0.0,0.0,4,True,True,1
Foreclosure,245,"123 Example St, City, State 245",2025-03-06,5,79.42,0.0,77.67,2022,2861,0.0,0.0,0,False,True,1
Title Issues,246,"123 Example St, City, State 246",2033-09-09,3,63.96,0.0,27.29,2011,6535,0.0,0.0,-8,True,True,1
Property Damage,247,"123 Example St, City, State 247",2023-05-12,3,13.78,0.0,70.26,2016,6530,0.0,0.0,2,True,True,1
Lien,248,"123 Example St, City, State 248",2020-05-12,2,40.04,0.0,59.41,2018,4919,0.0,0.0,5,False,True,1
HOA Violations,249,"123 Example St, City, State 249",2028-10-24,2,35.47,0.0,55.97,2016,5878,0.0,0.0,-3,True,True,1
Lien,250,"123 Example St, City, State 250",2027-10-29,2,21.77,0.0,28.85,2028,8474,0.0,0.0,-2,True,True,1
Short Sale,251,"123 Example St, City, State 251",2022-06-24,3,53.42,0.0,23.9,2011,2384,0.0,0.0,3,False,True,1
Lien,252,"123 Example St, City, State 252",2022-02-08,4,24.74,0.0,67.62,2012,9133,0.0,0.0,3,True,True,1
Short Sale,253,"123 Example St, City, State 253",2022-06-02,3,73.37,0.0,66.16,2019,3327,0.0,0.0,3,False,True,1
Unpaid Taxes,254,"123 Example St, City, State 254",2030-09-12,1,27.74,0.0,66.06,2027,9911,0.0,0.0,-5,True,True,1
Lien,255,"123 Example St, City, State 255",2017-06-23,4,70.05,0.0,75.06,2022,9307,0.0,0.0,8,True,True,1
Title Issues,256,"123 Example St, City, State 256",2021-09-15,2,60.85,0.0,77.88,2030,7792,0.0,0.0,4,True,True,1
Title Issues,257,"123 Example St, City, State 257",2023-08-05,5,70.42,0.0,44.33,2013,4446,0.0,0.0,2,False,True,1
Lien,258,"123 Example St, City, State 258",2023-12-17,2,65.6,0.0,44.03,2029,4394,0.0,0.0,2,False,True,0
Lien,259,"123 Example St, City, State 259",2027-01-02,0,84.68,0.0,71.09,2024,1195,0.0,0.0,-2,False,True,0
Property Damage,260,"123 Example St, City, State 260",2023-05-25,3,72.63,0.0,73.32,2028,3881,0.0,0.0,2,False,True,1
Foreclosure,261,"123 Example St, City, State 261",2033-12-03,5,28.47,0.0,33.22,2015,9841,0.0,0.0,-8,True,True,1
Lien,262,"123 Example St, City, State 262",2015-11-12,1,84.04,0.0,68.8,2027,2505,0.0,0.0,10,False,True,0
Loan Modification,263,"123 Example St, City, State 263",2021-07-24,3,83.7,0.0,64.78,2011,5905,0.0,0.0,4,True,True,1
HOA Violations,264,"123 Example St, City, State 264",2017-04-07,3,14.39,0.0,33.92,2017,8447,0.0,0.0,8,True,True,1
Loan Modification,265,"123 Example St, City, State 265",2024-02-17,0,85.29,0.0,44.58,2028,4176,0.0,0.0,1,False,True,0
Property Damage,266,"123 Example St, City, State 266",2029-03-16,5,11.76,0.0,55.06,2011,3167,0.0,0.0,-4,False,True,1
Foreclosure,267,"123 Example St, City, State 267",2032-03-27,0,34.64,0.0,38.64,2026,3779,0.0,0.0,-7,False,True,0
Short Sale,268,"123 Example St, City, State 268",2016-06-17,5,33.66,0.0,43.64,2030,7016,0.0,0.0,9,True,True,1
Lien,269,"123 Example St, City, State 269",2026-09-08,2,56.64,0.0,75.96,2025,2452,0.0,0.0,-1,False,True,0
Title Issues,270,"123 Example St, City, State 270",2017-05-02,0,28.55,0.0,47.53,2019,3789,0.0,0.0,8,False,True,1
Foreclosure,271,"123 Example St, City, State 271",2024-01-24,1,80.37,0.0,64.7,2016,5585,0.0,0.0,1,True,True,1
Bankruptcy,272,"123 Example St, City, State 272",2015-11-21,4,20.83,0.0,35.05,2029,3936,0.0,0.0,10,False,True,1
Loan Modification,273,"123 Example St, City, State 273",2017-02-20,3,74.31,0.0,40.95,2011,6573,0.0,0.0,8,True,True,1
Property Damage,274,"123 Example St, City, State 274",2023-12-24,0,67.45,0.0,45.25,2016,6306,0.0,0.0,2,True,True,1
Property Damage,275,"123 Example St, City, State 275",2023-12-31,1,36.83,0.0,20.64,2027,8815,0.0,0.0,2,True,True,1
Bankruptcy,276,"123 Example St, City, State 276",2016-08-03,4,87.59,0.0,54.87,2028,5028,0.0,0.0,9,True,True,1
Bankruptcy,277,"123 Example St, City, State 277",2018-03-21,1,52.84,0.0,67.39,2024,6330,0.0,0.0,7,True,True,1
Bankruptcy,278,"123 Example St, City, State 278",2020-02-16,0,58.84,0.0,73.85,2012,5981,0.0,0.0,5,True,True,1
Lien,279,"123 Example St, City, State 279",2034-02-27,3,39.91,0.0,44.5,2016,6096,0.0,0.0,-9,True,True,1
Foreclosure,280,"123 Example St, City, State 280",2024-12-08,3,44.66,0.0,38.37,2015,9500,0.0,0.0,1,True,True,1
Title Issues,281,"123 Example St, City, State 281",2025-10-01,0,6.2,0.0,79.93,2021,4222,0.0,0.0,0,False,True,1
Loan Modification,282,"123 Example St, City, State 282",2019-01-28,3,74.05,0.0,40.88,2024,9885,0.0,0.0,6,True,True,1
Foreclosure,283,"123 Example St, City, State 283",2030-03-25,4,43.7,0.0,53.58,2025,2008,0.0,0.0,-5,False,True,1
Bankruptcy,284,"123 Example St, City, State 284",2032-10-10,3,85.87,0.0,51.14,2017,4153,0.0,0.0,-7,False,True,1
HOA Violations,285,"123 Example St, City, State 285",2032-08-10,4,56.2,0.0,35.66,2012,3453,0.0,0.0,-7,False,True,1
Lien,286,"123 Example St, City, State 286",2033-07-28,3,73.92,0.0,22.73,2015,2004,0.0,0.0,-8,False,True,1
Loan Modification,287,"123 Example St, City, State 287",2023-01-28,3,69.23,0.0,30.9,2013,2637,0.0,0.0,2,False,True,1
Bankruptcy,288,"123 Example St, City, State 288",2024-03-10,2,83.1,0.0,23.62,2010,7686,0.0,0.0,1,True,True,1
Probate,289,"123 Example St, City, State 289",2031-11-05,3,58.6,0.0,27.45,2020,7859,0.0,0.0,-6,True,True,1
Loan Modification,290,"123 Example St, City, State 290",2027-08-19,2,37.3,0.0,24.85,2015,9282,0.0,0.0,-2,True,True,1
Title Issues,291,"123 Example St, City, State 291",2023-12-09,0,30.78,0.0,47.0,2028,5052,0.0,0.0,2,True,True,1
Bankruptcy,292,"123 Example St, City, State 292",2031-12-30,3,84.51,0.0,74.97,2023,9254,0.0,0.0,-6,True,True,1
Unpaid Taxes,293,"123 Example St, City, State 293",2033-04-16,2,91.34,0.0,74.42,2030,4597,0.0,0.0,-8,False,True,0
Loan Modification,294,"123 Example St, City, State 294",2021-10-31,1,20.92,0.0,77.39,2013,6117,0.0,0.0,4,True,True,1
Title Issues,295,"123 Example St, City, State 295",2033-08-29,5,94.17,0.0,31.27,2012,7071,0.0,0.0,-8,True,True,1
Lien,296,"123 Example St, City, State 296",2032-04-23,5,81.33,0.0,50.44,2013,4993,0.0,0.0,-7,False,True,1
Title Issues,297,"123 Example St, City, State 297",2028-11-04,4,83.29,0.0,40.28,2027,1010,0.0,0.0,-3,False,True,1
Property Damage,298,"123 Example St, City, State 298",2019-05-16,0,47.42,0.0,29.27,2028,4277,0.0,0.0,6,False,True,0
Probate,299,"123 Example St, City, State 299",2016-03-11,4,93.0,0.0,74.95,2011,2198,0.0,0.0,9,False,True,1
Bankruptcy,300,"123 Example St, City, State 300",2023-03-29,2,8.76,0.0,61.93,2019,4515,0.0,0.0,2,False,True,1
Title Issues,301,"123 Example St, City, State 301",2033-07-06,0,73.53,0.0,44.73,2016,9555,0.0,0.0,-8,True,True,1
Foreclosure,302,"123 Example St, City, State 302",2032-01-01,1,85.95,0.0,29.91,2018,8193,0.0,0.0,-7,True,True,1
Foreclosure,303,"123 Example St, City, State 303",2033-03-01,2,82.26,0.0,26.6,2011,8711,0.0,0.0,-8,True,True,1
Probate,304,"123 Example St, City, State 304",2019-02-19,2,37.27,0.0,27.23,2023,2946,0.0,0.0,6,False,True,0
Short Sale,305,"123 Example St, City, State 305",2028-06-28,3,32.23,0.0,52.89,2016,2637,0.0,0.0,-3,False,True,1
Title Issues,306,"123 Example St, City, State 306",2025-07-17,0,45.29,0.0,70.58,2027,9955,0.0,0.0,0,True,True,1
HOA Violations,307,"123 Example St, City, State 307",2023-02-08,4,84.84,0.0,22.87,2016,9189,0.0,0.0,2,True,True,1
Title Issues,308,"123 Example St, City, State 308",2031-12-24,1,73.17,0.0,50.7,2012,5099,0.0,0.0,-6,True,True,1
Short Sale,309,"123 Example St, City, State 309",2023-10-02,1,16.1,0.0,29.77,2028,7877,0.0,0.0,2,True,True,1
Foreclosure,310,"123 Example St, City, State 310",2034-05-23,1,27.44,0.0,76.63,2024,8652,0.0,0.0,-9,True,True,1
Probate,311,"123 Example St, City, State 311",2022-04-09,3,19.19,0.0,27.78,2016,2585,0.0,0.0,3,False,True,1
Lien,312,"123 Example St, City, State 312",2029-12-28,2,56.09,0.0,33.48,2022,2123,0.0,0.0,-4,False,True,0
HOA Violations,313,"123 Example St, City, State 313",2030-01-02,4,39.99,0.0,69.99,2012,2389,0.0,0.0,-5,False,True,1
Probate,314,"123 Example St, City, State 314",2030-04-25,3,87.22,0.0,52.78,2010,6256,0.0,0.0,-5,True,True,1
Loan Modification,315,"123 Example St, City, State 315",2018-03-23,4,58.76,0.0,76.09,2028,6189,0.0,0.0,7,True,True,1
Short Sale,316,"123 Example St, City, State 316",2021-03-05,0,19.68,0.0,75.6,2011,5760,0.0,0.0,4,True,True,1
Probate,317,"123 Example St, City, State 317",2032-05-04,0,28.97,0.0,50.53,2017,8016,0.0,0.0,-7,True,True,1
Property Damage,318,"123 Example St, City, State 318",2024-04-15,0,82.7,0.0,73.27,2013,9712,0.0,0.0,1,True,True,1
Title Issues,319,"123 Example St, City, State 319",2022-09-23,2,33.82,0.0,79.6,2026,7310,0.0,0.0,3,True,True,1
Foreclosure,320,"123 Example St, City, State 320",2017-09-16,2,10.62,0.0,56.54,2030,5655,0.0,0.0,8,True,True,1
Unpaid Taxes,321,"123 Example St, City, State 321",2033-10-06,1,5.63,0.0,22.24,2022,7859,0.0,0.0,-8,True,True,1
Loan Modification,322,"123 Example St, City, State 322",2015-09-04,0,7.27,0.0,70.7,2017,6031,0.0,0.0,10,True,True,1
Unpaid Taxes,323,"123 Example St, City, State 323",2023-03-05,4,43.08,0.0,67.7,2027,5320,0.0,0.0,2,True,True,1
Loan Modification,324,"123 Example St, City, State 324",2017-03-11,0,67.84,0.0,27.6,2027,5860,0.0,0.0,8,True,True,1
Property Damage,325,"123 Example St, City, State 325",2026-08-04,1,36.05,0.0,49.8,2026,9758,0.0,0.0,-1,True,True,1
Title Issues,326,"123 Example St, City, State 326",2017-09-03,2,41.96,0.0,25.09,2023,2703,0.0,0.0,8,False,True,0
Unpaid Taxes,327,"123 Example St, City, State 327",2023-06-22,2,49.28,0.0,53.78,2021,7749,0.0,0.0,2,True,True,1
Unpaid Taxes,328,"123 Example St, City, State 328",2018-01-29,2,52.2,0.0,43.01,2021,1708,0.0,0.0,7,False,True,0
Property Damage,329,"123 Example St, City, State 329",2015-02-04,0,49.72,0.0,32.15,2012,9287,0.0,0.0,10,True,True,1
Foreclosure,330,"123 Example St, City, State 330",2022-12-29,3,26.0,0.0,46.74,2013,7359,0.0,0.0,3,True,True,1
Unpaid Taxes,331,"123 Example St, City, State 331",2032-04-26,0,92.29,0.0,67.66,2030,6162,0.0,0.0,-7,True,True,1
Bankruptcy,332,"123 Example St, City, State 332",2027-01-04,0,55.7,0.0,50.82,2024,6232,0.0,0.0,-2,True,True,1
Bankruptcy,333,"123 Example St, City, State 333",2018-09-03,3,62.91,0.0,20.22,2030,5657,0.0,0.0,7,True,True,1
Loan Modification,334,"123 Example St, City, State 334",2023-06-22,3,83.44,0.0,21.15,2018,8488,0.0,0.0,2,True,True,1
Bankruptcy,335,"123 Example St, City, State 335",2029-08-09,0,39.69,0.0,21.84,2014,2346,0.0,0.0,-4,False,True,1
HOA Violations,336,"123 Example St, City, State 336",2030-01-01,4,11.09,0.0,33.78,2025,1007,0.0,0.0,-5,False,True,1
Property Damage,337,"123 Example St, City, State 337",2017-05-06,2,58.99,0.0,75.9,2014,5255,0.0,0.0,8,True,True,1
Foreclosure,338,"123 Example St, City, State 338",2032-01-25,5,32.95,0.0,22.63,2024,2649,0.0,0.0,-7,False,True,1
Short Sale,339,"123 Example St, City, State 339",2021-07-12,1,56.54,0.0,77.77,2020,4585,0.0,0.0,4,False,True,0
HOA Violations,340,"123 Example St, City, State 340",2026-03-17,1,6.98,0.0,66.05,2015,3975,0.0,0.0,-1,False,True,1
Bankruptcy,341,"123 Example St, City, State 341",2016-06-18,3,5.36,0.0,31.34,2015,2420,0.0,0.0,9,False,True,1
Property Damage,342,"123 Example St, City, State 342",2029-09-15,3,32.91,0.0,25.33,2019,7432,0.0,0.0,-4,True,True,1
Lien,343,"123 Example St, City, State 343",2030-03-22,0,47.02,0.0,47.52,2028,8100,0.0,0.0,-5,True,True,1
HOA Violations,344,"123 Example St, City, State 344",2021-06-30,2,15.17,0.0,55.9,2015,7009,0.0,0.0,4,True,True,1
Foreclosure,345,"123 Example St, City, State 345",2028-07-30,5,49.59,0.0,66.63,2020,1324,0.0,0.0,-3,False,True,1
Probate,346,"123 Example St, City, State 346",2022-12-12,4,84.16,0.0,77.31,2022,6641,0.0,0.0,3,True,True,1
Foreclosure,347,"123 Example St, City, State 347",2030-05-10,5,92.78,0.0,28.26,2011,2467,0.0,0.0,-5,False,True,1
HOA Violations,348,"123 Example St, City, State 348",2032-02-29,5,40.97,0.0,61.41,2011,7873,0.0,0.0,-7,True,True,1
Foreclosure,349,"123 Example St, City, State 349",2026-05-18,3,17.99,0.0,43.94,2011,3128,0.0,0.0,-1,False,True,1
Unpaid Taxes,350,"123 Example St, City, State 350",2019-12-17,2,77.84,0.0,33.95,2020,6083,0.0,0.0,6,True,True,1
Loan Modification,351,"123 Example St, City, State 351",2032-07-28,2,92.78,0.0,56.22,2018,4353,0.0,0.0,-7,False,True,1
Foreclosure,352,"123 Example St, City, State 352",2028-02-12,3,52.48,0.0,37.17,2019,9047,0.0,0.0,-3,True,True,1
Unpaid Taxes,353,"123 Example St, City, State 353",2034-04-29,4,37.25,0.0,27.67,2017,2786,0.0,0.0,-9,False,True,1
Short Sale,354,"123 Example St, City, State 354",2030-12-15,3,36.31,0.0,78.83,2017,1745,0.0,0.0,-5,False,True,1
Lien,355,"123 Example St, City, State 355",2024-07-03,2,53.83,0.0,73.71,2020,6714,0.0,0.0,1,True,True,1
HOA Violations,356,"123 Example St, City, State 356",2033-04-24,0,90.04,0.0,20.59,2016,7289,0.0,0.0,-8,True,True,1
Unpaid Taxes,357,"123 Example St, City, State 357",2026-01-04,3,82.08,0.0,65.77,2018,2920,0.0,0.0,-1,False,True,1
Title Issues,358,"123 Example St, City, State 358",2022-09-28,2,71.3,0.0,34.07,2022,5783,0.0,0.0,3,True,True,1
Lien,359,"123 Example St, City, State 359",2030-09-19,2,12.59,0.0,52.41,2023,8057,0.0,0.0,-5,True,True,1
Loan Modification,360,"123 Example St, City, State 360",2019-08-15,5,60.24,0.0,33.33,2010,1958,0.0,0.0,6,False,True,1
Foreclosure,361,"123 Example St, City, State 361",2023-03-06,4,71.47,0.0,42.38,2010,4456,0.0,0.0,2,False,True,1
Property Damage,362,"123 Example St, City, State 362",2033-02-21,1,26.62,0.0,34.04,2012,5320,0.0,0.0,-8,True,True,1
Foreclosure,363,"123 Example St, City, State 363",2019-10-10,3,88.43,0.0,39.84,2020,7760,0.0,0.0,6,True,True,1
Probate,364,"123 Example St, City, State 364",2032-10-10,2,53.78,0.0,50.08,2023,5476,0.0,0.0,-7,True,True,1
Loan Modification,365,"123 Example St, City, State 365",2015-10-28,4,79.12,0.0,35.72,2011,8481,0.0,0.0,10,True,True,1
Unpaid Taxes,366,"123 Example St, City, State 366",2031-05-07,4,53.48,0.0,33.66,2022,6623,0.0,0.0,-6,True,True,1
Foreclosure,367,"123 Example St, City, State 367",2024-09-09,1,87.41,0.0,44.2,2029,3679,0.0,0.0,1,False,True,0
Title Issues,368,"123 Example St, City, State 368",2025-03-29,1,9.19,0.0,41.77,2021,9573,0.0,0.0,0,True,True,1
Lien,369,"123 Example St, City, State 369",2024-01-18,0,30.25,0.0,62.32,2025,5536,0.0,0.0,1,True,True,1
HOA Violations,370,"123 Example St, City, State 370",2032-03-24,2,31.82,0.0,60.2,2014,4516,0.0,0.0,-7,False,True,1
Short Sale,371,"123 Example St, City, State 371",2023-02-20,3,73.97,0.0,52.52,2014,1894,0.0,0.0,2,False,True,1
Foreclosure,372,"123 Example St, City, State 372",2018-08-31,0,48.18,0.0,27.76,2021,2865,0.0,0.0,7,False,True,0
Loan Modification,373,"123 Example St, City, State 373",2026-05-16,5,31.27,0.0,63.24,2029,4419,0.0,0.0,-1,False,True,1
Foreclosure,374,"123 Example St, City, State 374",2031-09-17,0,12.86,0.0,79.93,2011,9547,0.0,0.0,-6,True,True,1
Property Damage,375,"123 Example St, City, State 375",2027-12-06,5,38.25,0.0,51.06,2025,7825,0.0,0.0,-2,True,True,1
HOA Violations,376,"123 Example St, City, State 376",2027-08-09,0,73.77,0.0,26.83,2028,9617,0.0,0.0,-2,True,True,1
HOA Violations,377,"123 Example St, City, State 377",2023-04-06,5,19.21,0.0,76.5,2022,3557,0.0,0.0,2,False,True,1
Probate,378,"123 Example St, City, State 378",2028-09-19,4,57.41,0.0,70.09,2011,3049,0.0,0.0,-3,False,True,1
Loan Modification,379,"123 Example St, City, State 379",2024-02-02,3,73.63,0.0,22.7,2010,9360,0.0,0.0,1,True,True,1
Unpaid Taxes,380,"123 Example St, City, State 380",2026-11-12,1,30.54,0.0,49.83,2011,8718,0.0,0.0,-1,True,True,1
HOA Violations,381,"123 Example St, City, State 381",2026-01-19,4,39.17,0.0,59.4,2018,3560,0.0,0.0,-1,False,True,1
Bankruptcy,382,"123 Example St, City, State 382",2032-11-07,0,92.31,0.0,50.42,2030,8145,0.0,0.0,-7,True,True,1
Property Damage,383,"123 Example St, City, State 383",2028-12-07,0,80.92,0.0,24.88,2021,5315,0.0,0.0,-3,True,True,1
Lien,384,"123 Example St, City, State 384",2026-03-25,0,16.96,0.0,46.09,2015,2020,0.0,0.0,-1,False,True,1
HOA Violations,385,"123 Example St, City, State 385",2030-01-09,5,17.05,0.0,21.6,2015,7631,0.0,0.0,-5,True,True,1
Unpaid Taxes,386,"123 Example St, City, State 386",2019-10-06,0,51.61,0.0,71.64,2023,6724,0.0,0.0,6,True,True,1
Bankruptcy,387,"123 Example St, City, State 387",2016-09-11,3,26.26,0.0,76.63,2027,2916,0.0,0.0,9,False,True,1
Bankruptcy,388,"123 Example St, City, State 388",2028-11-26,2,41.78,0.0,70.69,2011,9568,0.0,0.0,-3,True,True,1
Short Sale,389,"123 Example St, City, State 389",2028-07-19,3,94.6,0.0,49.59,2010,6180,0.0,0.0,-3,True,True,1
Foreclosure,390,"123 Example St, City, State 390",2026-02-25,0,27.46,0.0,61.98,2014,8707,0.0,0.0,-1,True,True,1
Loan Modification,391,"123 Example St, City, State 391",2029-02-19,2,57.38,0.0,52.56,2018,7193,0.0,0.0,-4,True,True,1
HOA Violations,392,"123 Example St, City, State 392",2020-04-29,2,32.17,0.0,20.43,2021,5255,0.0,0.0,5,True,True,1
Loan Modification,393,"123 Example St, City, State 393",2033-04-26,5,86.68,0.0,65.13,2025,5673,0.0,0.0,-8,True,True,1
Unpaid Taxes,394,"123 Example St, City, State 394",2034-03-25,3,63.61,0.0,73.2,2017,8634,0.0,0.0,-9,True,True,1
Title Issues,395,"123 Example St, City, State 395",2018-02-03,5,52.39,0.0,30.57,2026,7926,0.0,0.0,7,True,True,1
Property Damage,396,"123 Example St, City, State 396",2034-11-05,2,75.03,0.0,63.81,2018,7641,0.0,0.0,-9,True,True,1
Loan Modification,397,"123 Example St, City, State 397",2022-03-22,0,44.28,0.0,48.13,2016,1898,0.0,0.0,3,False,True,1
Lien,398,"123 Example St, City, State 398",2034-04-24,2,52.59,0.0,78.32,2013,6002,0.0,0.0,-9,True,True,1
HOA Violations,399,"123 Example St, City, State 399",2032-04-21,4,35.53,0.0,27.27,2029,7565,0.0,0.0,-7,True,True,1
Property Damage,400,"123 Example St, City, State 400",2019-10-30,1,29.77,0.0,27.09,2028,1511,0.0,0.0,6,False,True,0
Short Sale,401,"123 Example St, City, State 401",2023-02-17,0,22.16,0.0,61.97,2017,9283,0.0,0.0,2,True,True,1
Unpaid Taxes,402,"123 Example St, City, State 402",2017-08-24,3,84.9,0.0,73.58,2028,1439,0.0,0.0,8,False,True,1
HOA Violations,403,"123 Example St, City, State 403",2027-08-07,2,61.48,0.0,48.52,2030,1677,0.0,0.0,-2,False,True,0
Foreclosure,404,"123 Example St, City, State 404",2017-09-25,2,33.1,0.0,35.49,2023,2568,0.0,0.0,8,False,True,0
Short Sale,405,"123 Example St, City, State 405",2016-01-05,5,16.39,0.0,53.26,2021,1154,0.0,0.0,9,False,True,1
