Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status
Loan Modification,273,"123 Example St, City, State 273",2017-02-20,3,74.31,False,40.95,2011,6573,False,True
Property Damage,274,"123 Example St, City, State 274",2023-12-24,0,67.45,True,45.25,2016,6306,True,False
Property Damage,275,"123 Example St, City, State 275",2023-12-31,1,36.83,False,20.64,2027,8815,False,False
Bankruptcy,276,"123 Example St, City, State 276",2016-08-03,4,87.59,False,54.87,2028,5028,False,True
Bankruptcy,277,"123 Example St, City, State 277",2018-03-21,1,52.84,False,67.39,2024,6330,True,False
Bankruptcy,278,"123 Example St, City, State 278",2020-02-16,0,58.84,True,73.85,2012,5981,False,False
Lien,279,"123 Example St, City, State 279",2034-02-27,3,39.91,False,44.5,2016,6096,True,False
Foreclosure,280,"123 Example St, City, State 280",2024-12-08,3,44.66,True,38.37,2015,9500,False,True
Title Issues,281,"123 Example St, City, State 281",2025-10-01,0,6.2,True,79.93,2021,4222,False,False
Loan Modification,282,"123 Example St, City, State 282",2019-01-28,3,74.05,False,40.88,2024,9885,False,False
Foreclosure,283,"123 Example St, City, State 283",2030-03-25,4,43.7,True,53.58,2025,2008,True,True
Bankruptcy,284,"123 Example St, City, State 284",2032-10-10,3,85.87,True,51.14,2017,4153,False,False
HOA Violations,285,"123 Example St, City, State 285",2032-08-10,4,56.2,False,35.66,2012,3453,True,True
Lien,286,"123 Example St, City, State 286",2033-07-28,3,73.92,False,22.73,2015,2004,True,False
Loan Modification,287,"123 Example St, City, State 287",2023-01-28,3,69.23,False,30.9,2013,2637,True,False
Bankruptcy,288,"123 Example St, City, State 288",2024-03-10,2,83.1,True,23.62,2010,7686,False,False
Probate,289,"123 Example St, City, State 289",2031-11-05,3,58.6,False,27.45,2020,7859,False,True
Loan Modification,290,"123 Example St, City, State 290",2027-08-19,2,37.3,False,24.85,2015,9282,True,True
Title Issues,291,"123 Example St, City, State 291",2023-12-09,0,30.78,True,47.0,2028,5052,False,False
Bankruptcy,292,"123 Example St, City, State 292",2031-12-30,3,84.51,True,74.97,2023,9254,False,True
Unpaid Taxes,293,"123 Example St, City, State 293",2033-04-16,2,91.34,True,74.42,2030,4597,False,False
Loan Modification,294,"123 Example St, City, State 294",2021-10-31,1,20.92,False,77.39,2013,6117,True,True
Title Issues,295,"123 Example St, City, State 295",2033-08-29,5,94.17,False,31.27,2012,7071,True,True
Lien,296,"123 Example St, City, State 296",2032-04-23,5,81.33,True,50.44,2013,4993,False,True
Title Issues,297,"123 Example St, City, State 297",2028-11-04,4,83.29,True,40.28,2027,1010,False,False
Property Damage,298,"123 Example St, City, State 298",2019-05-16,0,47.42,True,29.27,2028,4277,False,True
Probate,299,"123 Example St, City, State 299",2016-03-11,4,93.0,False,74.95,2011,2198,False,False
Bankruptcy,300,"123 Example St, City, State 300",2023-03-29,2,8.76,False,61.93,2019,4515,False,True
Title Issues,301,"123 Example St, City, State 301",2033-07-06,0,73.53,True,44.73,2016,9555,False,True
Foreclosure,302,"123 Example St, City, State 302",2032-01-01,1,85.95,True,29.91,2018,8193,False,True
Foreclosure,303,"123 Example St, City, State 303",2033-03-01,2,82.26,False,26.6,2011,8711,True,True
Probate,304,"123 Example St, City, State 304",2019-02-19,2,37.27,False,27.23,2023,2946,True,True
Short Sale,305,"123 Example St, City, State 305",2028-06-28,3,32.23,True,52.89,2016,2637,True,True
Title Issues,306,"123 Example St, City, State 306",2025-07-17,0,45.29,True,70.58,2027,9955,True,False
HOA Violations,307,"123 Example St, City, State 307",2023-02-08,4,84.84,False,22.87,2016,9189,True,False
Title Issues,308,"123 Example St, City, State 308",2031-12-24,1,73.17,False,50.7,2012,5099,False,False
Short Sale,309,"123 Example St, City, State 309",2023-10-02,1,16.1,True,29.77,2028,7877,False,True
Foreclosure,310,"123 Example St, City, State 310",2034-05-23,1,27.44,False,76.63,2024,8652,True,True
Probate,311,"123 Example St, City, State 311",2022-04-09,3,19.19,True,27.78,2016,2585,True,True
Lien,312,"123 Example St, City, State 312",2029-12-28,2,56.09,True,33.48,2022,2123,False,True
HOA Violations,313,"123 Example St, City, State 313",2030-01-02,4,39.99,False,69.99,2012,2389,True,True
Probate,314,"123 Example St, City, State 314",2030-04-25,3,87.22,False,52.78,2010,6256,True,False
Loan Modification,315,"123 Example St, City, State 315",2018-03-23,4,58.76,False,76.09,2028,6189,True,False
Short Sale,316,"123 Example St, City, State 316",2021-03-05,0,19.68,False,75.6,2011,5760,True,False
Probate,317,"123 Example St, City, State 317",2032-05-04,0,28.97,False,50.53,2017,8016,False,True
Property Damage,318,"123 Example St, City, State 318",2024-04-15,0,82.7,True,73.27,2013,9712,True,False
Title Issues,319,"123 Example St, City, State 319",2022-09-23,2,33.82,True,79.6,2026,7310,True,False
Foreclosure,320,"123 Example St, City, State 320",2017-09-16,2,10.62,False,56.54,2030,5655,False,True
Unpaid Taxes,321,"123 Example St, City, State 321",2033-10-06,1,5.63,False,22.24,2022,7859,False,False
Loan Modification,322,"123 Example St, City, State 322",2015-09-04,0,7.27,False,70.7,2017,6031,True,False
Unpaid Taxes,323,"123 Example St, City, State 323",2023-03-05,4,43.08,True,67.7,2027,5320,True,True
Loan Modification,324,"123 Example St, City, State 324",2017-03-11,0,67.84,False,27.6,2027,5860,True,True
Property Damage,325,"123 Example St, City, State 325",2026-08-04,1,36.05,True,49.8,2026,9758,False,True
Title Issues,326,"123 Example St, City, State 326",2017-09-03,2,41.96,False,25.09,2023,2703,True,False
Unpaid Taxes,327,"123 Example St, City, State 327",2023-06-22,2,49.28,True,53.78,2021,7749,True,True
Unpaid Taxes,328,"123 Example St, City, State 328",2018-01-29,2,52.2,False,43.01,2021,1708,False,False
Property Damage,329,"123 Example St, City, State 329",2015-02-04,0,49.72,True,32.15,2012,9287,False,False
Foreclosure,330,"123 Example St, City, State 330",2022-12-29,3,26.0,False,46.74,2013,7359,True,True
Unpaid Taxes,331,"123 Example St, City, State 331",2032-04-26,0,92.29,True,67.66,2030,6162,False,False
Bankruptcy,332,"123 Example St, City, State 332",2027-01-04,0,55.7,False,50.82,2024,6232,False,False
Bankruptcy,333,"123 Example St, City, State 333",2018-09-03,3,62.91,True,20.22,2030,5657,True,False
Loan Modification,334,"123 Example St, City, State 334",2023-06-22,3,83.44,False,21.15,2018,8488,True,False
Bankruptcy,335,"123 Example St, City, State 335",2029-08-09,0,39.69,True,21.84,2014,2346,True,True
HOA Violations,336,"123 Example St, City, State 336",2030-01-01,4,11.09,False,33.78,2025,1007,False,True
Property Damage,337,"123 Example St, City, State 337",2017-05-06,2,58.99,True,75.9,2014,5255,True,False
Foreclosure,338,"123 Example St, City, State 338",2032-01-25,5,32.95,False,22.63,2024,2649,False,True
Short Sale,339,"123 Example St, City, State 339",2021-07-12,1,56.54,True,77.77,2020,4585,True,True
HOA Violations,340,"123 Example St, City, State 340",2026-03-17,1,6.98,False,66.05,2015,3975,False,False
Bankruptcy,341,"123 Example St, City, State 341",2016-06-18,3,5.36,False,31.34,2015,2420,False,False
Property Damage,342,"123 Example St, City, State 342",2029-09-15,3,32.91,False,25.33,2019,7432,False,False
Lien,343,"123 Example St, City, State 343",2030-03-22,0,47.02,True,47.52,2028,8100,True,True
HOA Violations,344,"123 Example St, City, State 344",2021-06-30,2,15.17,True,55.9,2015,7009,True,True
Foreclosure,345,"123 Example St, City, State 345",2028-07-30,5,49.59,False,66.63,2020,1324,True,True
Probate,346,"123 Example St, City, State 346",2022-12-12,4,84.16,True,77.31,2022,6641,True,False
Foreclosure,347,"123 Example St, City, State 347",2030-05-10,5,92.78,True,28.26,2011,2467,True,True
HOA Violations,348,"123 Example St, City, State 348",2032-02-29,5,40.97,True,61.41,2011,7873,True,True
Foreclosure,349,"123 Example St, City, State 349",2026-05-18,3,17.99,True,43.94,2011,3128,False,False
Unpaid Taxes,350,"123 Example St, City, State 350",2019-12-17,2,77.84,True,33.95,2020,6083,False,False
Loan Modification,351,"123 Example St, City, State 351",2032-07-28,2,92.78,True,56.22,2018,4353,True,True
Foreclosure,352,"123 Example St, City, State 352",2028-02-12,3,52.48,True,37.17,2019,9047,True,True
Unpaid Taxes,353,"123 Example St, City, State 353",2034-04-29,4,37.25,True,27.67,2017,2786,False,True
Short Sale,354,"123 Example St, City, State 354",2030-12-15,3,36.31,True,78.83,2017,1745,True,False
Lien,355,"123 Example St, City, State 355",2024-07-03,2,53.83,False,73.71,2020,6714,True,False
HOA Violations,356,"123 Example St, City, State 356",2033-04-24,0,90.04,True,20.59,2016,7289,False,False
Unpaid Taxes,357,"123 Example St, City, State 357",2026-01-04,3,82.08,False,65.77,2018,2920,True,True
Title Issues,358,"123 Example St, City, State 358",2022-09-28,2,71.3,False,34.07,2022,5783,True,False
Lien,359,"123 Example St, City, State 359",2030-09-19,2,12.59,False,52.41,2023,8057,True,False
Loan Modification,360,"123 Example St, City, State 360",2019-08-15,5,60.24,True,33.33,2010,1958,True,True
Foreclosure,361,"123 Example St, City, State 361",2023-03-06,4,71.47,True,42.38,2010,4456,True,False
Property Damage,362,"123 Example St, City, State 362",2033-02-21,1,26.62,False,34.04,2012,5320,True,True
Foreclosure,363,"123 Example St, City, State 363",2019-10-10,3,88.43,True,39.84,2020,7760,False,True
Probate,364,"123 Example St, City, State 364",2032-10-10,2,53.78,True,50.08,2023,5476,False,False
Loan Modification,365,"123 Example St, City, State 365",2015-10-28,4,79.12,False,35.72,2011,8481,True,False
Unpaid Taxes,366,"123 Example St, City, State 366",2031-05-07,4,53.48,False,33.66,2022,6623,False,True
Foreclosure,367,"123 Example St, City, State 367",2024-09-09,1,87.41,False,44.2,2029,3679,False,True
Title Issues,368,"123 Example St, City, State 368",2025-03-29,1,9.19,False,41.77,2021,9573,True,False
Lien,369,"123 Example St, City, State 369",2024-01-18,0,30.25,True,62.32,2025,5536,False,False
HOA Violations,370,"123 Example St, City, State 370",2032-03-24,2,31.82,True,60.2,2014,4516,False,False
Short Sale,371,"123 Example St, City, State 371",2023-02-20,3,73.97,True,52.52,2014,1894,False,False
Foreclosure,372,"123 Example St, City, State 372",2018-08-31,0,48.18,True,27.76,2021,2865,True,True
Loan Modification,373,"123 Example St, City, State 373",2026-05-16,5,31.27,True,63.24,2029,4419,False,True
Foreclosure,374,"123 Example St, City, State 374",2031-09-17,0,12.86,False,79.93,2011,9547,True,False
Property Damage,375,"123 Example St, City, State 375",2027-12-06,5,38.25,True,51.06,2025,7825,False,False
HOA Violations,376,"123 Example St, City, State 376",2027-08-09,0,73.77,True,26.83,2028,9617,False,False
HOA Violations,377,"123 Example St, City, State 377",2023-04-06,5,19.21,False,76.5,2022,3557,True,True
Probate,378,"123 Example St, City, State 378",2028-09-19,4,57.41,True,70.09,2011,3049,False,True
Loan Modification,379,"123 Example St, City, State 379",2024-02-02,3,73.63,False,22.7,2010,9360,False,True
Unpaid Taxes,380,"123 Example St, City, State 380",2026-11-12,1,30.54,False,49.83,2011,8718,True,False
HOA Violations,381,"123 Example St, City, State 381",2026-01-19,4,39.17,False,59.4,2018,3560,False,False
Bankruptcy,382,"123 Example St, City, State 382",2032-11-07,0,92.31,False,50.42,2030,8145,False,False
Property Damage,383,"123 Example St, City, State 383",2028-12-07,0,80.92,True,24.88,2021,5315,False,True
Lien,384,"123 Example St, City, State 384",2026-03-25,0,16.96,True,46.09,2015,2020,True,False
HOA Violations,385,"123 Example St, City, State 385",2030-01-09,5,17.05,False,21.6,2015,7631,False,True
Unpaid Taxes,386,"123 Example St, City, State 386",2019-10-06,0,51.61,False,71.64,2023,6724,True,False
Bankruptcy,387,"123 Example St, City, State 387",2016-09-11,3,26.26,False,76.63,2027,2916,False,True
Bankruptcy,388,"123 Example St, City, State 388",2028-11-26,2,41.78,False,70.69,2011,9568,True,True
Short Sale,389,"123 Example St, City, State 389",2028-07-19,3,94.6,True,49.59,2010,6180,True,False
Foreclosure,390,"123 Example St, City, State 390",2026-02-25,0,27.46,True,61.98,2014,8707,True,True
Loan Modification,391,"123 Example St, City, State 391",2029-02-19,2,57.38,True,52.56,2018,7193,False,True
HOA Violations,392,"123 Example St, City, State 392",2020-04-29,2,32.17,True,20.43,2021,5255,False,False
Loan Modification,393,"123 Example St, City, State 393",2033-04-26,5,86.68,False,65.13,2025,5673,True,False
Unpaid Taxes,394,"123 Example St, City, State 394",2034-03-25,3,63.61,True,73.2,2017,8634,False,True
Title Issues,395,"123 Example St, City, State 395",2018-02-03,5,52.39,False,30.57,2026,7926,False,True
Property Damage,396,"123 Example St, City, State 396",2034-11-05,2,75.03,False,63.81,2018,7641,True,True
Loan Modification,397,"123 Example St, City, State 397",2022-03-22,0,44.28,False,48.13,2016,1898,True,False
Lien,398,"123 Example St, City, State 398",2034-04-24,2,52.59,False,78.32,2013,6002,True,True
HOA Violations,399,"123 Example St, City, State 399",2032-04-21,4,35.53,True,27.27,2029,7565,False,True
Property Damage,400,"123 Example St, City, State 400",2019-10-30,1,29.77,True,27.09,2028,1511,True,True
Short Sale,401,"123 Example St, City, State 401",2023-02-17,0,22.16,False,61.97,2017,9283,True,False
Unpaid Taxes,402,"123 Example St, City, State 402",2017-08-24,3,84.9,True,73.58,2028,1439,False,False
HOA Violations,403,"123 Example St, City, State 403",2027-08-07,2,61.48,True,48.52,2030,1677,True,False
Foreclosure,404,"123 Example St, City, State 404",2017-09-25,2,33.1,True,35.49,2023,2568,True,True
Short Sale,405,"123 Example St, City, State 405",2016-01-05,5,16.39,False,53.26,2021,1154,False,True
Property Damage,406,"123 Example St, City, State 406",2020-07-01,3,5.12,True,38.47,2030,9959,True,True
Title Issues,407,"123 Example St, City, State 407",2016-05-12,5,90.77,False,21.3,2014,8407,False,False
HOA Violations,408,"123 Example St, City, State 408",2032-08-29,4,42.88,False,60.9,2030,8974,True,True
Short Sale,409,"123 Example St, City, State 409",2032-01-29,3,88.09,False,51.29,2021,9553,True,False
Lien,410,"123 Example St, City, State 410",2029-02-23,0,25.48,False,75.44,2019,2643,False,False
Foreclosure,411,"123 Example St, City, State 411",2020-04-24,1,9.25,True,24.39,2025,8248,True,True
HOA Violations,412,"123 Example St, City, State 412",2020-05-15,4,59.05,False,33.55,2020,5388,False,True
Foreclosure,413,"123 Example St, City, State 413",2018-08-09,1,44.88,False,49.98,2013,5671,False,True
Unpaid Taxes,414,"123 Example St, City, State 414",2032-02-23,4,12.33,True,21.4,2014,6694,True,True
Loan Modification,415,"123 Example St, City, State 415",2034-01-15,0,7.62,False,60.81,2020,6579,False,True
Title Issues,416,"123 Example St, City, State 416",2015-08-24,2,85.0,True,75.94,2011,2761,True,False
Bankruptcy,417,"123 Example St, City, State 417",2031-06-03,2,91.49,False,48.56,2030,1570,False,True
Title Issues,418,"123 Example St, City, State 418",2024-04-14,0,71.47,True,28.59,2014,9238,False,False
Title Issues,419,"123 Example St, City, State 419",2022-02-12,5,36.12,False,60.78,2023,5090,False,True
Title Issues,420,"123 Example St, City, State 420",2018-01-03,3,76.5,True,32.34,2015,8281,False,True
Short Sale,421,"123 Example St, City, State 421",2034-01-23,4,13.75,False,74.86,2017,2618,False,True
Short Sale,422,"123 Example St, City, State 422",2015-02-15,1,91.79,False,40.94,2012,1162,True,False
Property Damage,423,"123 Example St, City, State 423",2027-10-17,1,20.6,False,49.01,2029,6386,False,False
HOA Violations,424,"123 Example St, City, State 424",2020-07-25,0,16.53,False,32.65,2027,2995,False,True
Title Issues,425,"123 Example St, City, State 425",2025-12-24,5,34.86,False,54.84,2024,2579,False,True
Probate,426,"123 Example St, City, State 426",2029-10-30,1,58.92,True,76.64,2010,1967,True,True
Bankruptcy,427,"123 Example St, City, State 427",2016-10-25,2,40.16,True,24.52,2018,5896,True,True
Bankruptcy,428,"123 Example St, City, State 428",2031-01-12,4,40.51,False,28.71,2016,9358,False,True
Loan Modification,429,"123 Example St, City, State 429",2025-09-25,1,30.23,True,62.12,2012,6416,True,False
Short Sale,430,"123 Example St, City, State 430",2034-11-17,1,32.34,True,67.42,2012,2009,False,True
Probate,431,"123 Example St, City, State 431",2030-08-19,1,30.72,False,27.81,2024,4252,False,True
Probate,432,"123 Example St, City, State 432",2015-09-04,1,47.74,True,74.02,2023,1132,True,False
Lien,433,"123 Example St, City, State 433",2021-11-29,1,24.55,True,74.95,2023,8381,False,False
Title Issues,434,"123 Example St, City, State 434",2034-03-21,1,48.85,False,23.75,2026,5387,True,False
Bankruptcy,435,"123 Example St, City, State 435",2022-11-08,5,19.94,False,23.55,2030,6330,False,True
Lien,436,"123 Example St, City, State 436",2022-03-25,5,28.55,False,53.66,2017,8807,True,True
HOA Violations,437,"123 Example St, City, State 437",2016-07-07,5,56.87,False,49.78,2018,2346,False,True
Short Sale,438,"123 Example St, City, State 438",2028-09-11,5,87.14,False,23.03,2017,5573,True,False
Short Sale,439,"123 Example St, City, State 439",2031-06-06,3,46.84,True,55.91,2015,8329,True,False
Short Sale,440,"123 Example St, City, State 440",2019-05-23,5,71.53,True,74.57,2015,8354,True,True
Title Issues,441,"123 Example St, City, State 441",2025-03-19,5,45.57,True,58.67,2029,5275,False,True
Title Issues,442,"123 Example St, City, State 442",2020-04-27,4,36.02,True,78.12,2030,7543,True,False
Property Damage,443,"123 Example St, City, State 443",2019-09-16,1,12.04,True,32.9,2022,3536,False,True
Title Issues,444,"123 Example St, City, State 444",2022-02-28,3,48.32,False,24.09,2027,5188,True,True
HOA Violations,445,"123 Example St, City, State 445",2023-12-02,2,29.82,True,39.76,2023,6162,True,True
Loan Modification,446,"123 Example St, City, State 446",2028-10-30,0,16.91,True,46.28,2025,9958,True,False
Probate,447,"123 Example St, City, State 447",2028-01-01,2,66.57,True,64.22,2030,9306,True,False
